id,station,line_number,line_name,dt,passenger_cnt
28226,Зюзино,1749.0,Большая кольцевая линия,04.01.2024,6333.0
28227,Зорге,1698.0,Московское центральное кольцо,04.01.2024,6069.0
28228,ЗИЛ,1698.0,Московское центральное кольцо,04.01.2024,8155.0
28229,Жулебино,16.0,Таганско-краснопресненская,04.01.2024,2312.0
28230,Дубровка,18.0,ЛЮБЛИНСКАЯ,04.01.2024,19524.0
28231,Дубровка,1698.0,Московское центральное кольцо,04.01.2024,12274.0
28232,Достоевская,18.0,ЛЮБЛИНСКАЯ,04.01.2024,15652.0
28233,Домодедовская,9.0,ЗАМОСКВОРЕЦКАЯ,04.01.2024,11727.0
28234,Добрынинская,609.0,КОЛЬЦЕВАЯ,04.01.2024,14315.0
28235,Дмитровская,17.0,Серпуховско-Тимирязевская,04.01.2024,16718.0
28236,Динамо,9.0,ЗАМОСКВОРЕЦКАЯ,04.01.2024,19905.0
28237,Деловой центр,1749.0,Большая кольцевая линия,04.01.2024,4226.0
28238,Деловой центр,1691.0,Солнцевская,04.01.2024,4158.0
28239,Давыдково,1749.0,Большая кольцевая линия,04.01.2024,7093.0
28240,Говорово,1691.0,Солнцевская,04.01.2024,15683.0
28241,Выхино,16.0,Таганско-краснопресненская,04.01.2024,19376.0
28242,Воронцовская,1749.0,Большая кольцевая линия,04.01.2024,9399.0
28243,Воробьёвы горы,8.0,СОКОЛЬНИЧЕСКАЯ,04.01.2024,3553.0
28244,Волоколамская,12.0,Арбатско-Покровская,04.01.2024,3343.0
28245,Волжская,18.0,ЛЮБЛИНСКАЯ,04.01.2024,5210.0
28246,Волгоградский проспект,16.0,Таганско-краснопресненская,04.01.2024,12309.0
28247,Войковская,9.0,ЗАМОСКВОРЕЦКАЯ,04.01.2024,19870.0
28248,Водный Стадион,9.0,ЗАМОСКВОРЕЦКАЯ,04.01.2024,3204.0
28249,Владыкино,17.0,Серпуховско-Тимирязевская,04.01.2024,12484.0
28250,Владыкино,1698.0,Московское центральное кольцо,04.01.2024,14163.0
28251,Верхние Лихоборы,18.0,ЛЮБЛИНСКАЯ,04.01.2024,13648.0
28252,Верхние Котлы,1698.0,Московское центральное кольцо,04.01.2024,1426.0
28253,ВДНХ,15.0,КАЛУЖСКО-РИЖСКАЯ,04.01.2024,19349.0
28254,Варшавская,11.0,КАХОВСКАЯ,04.01.2024,14334.0
28255,Варшавская,1749.0,Большая кольцевая линия,04.01.2024,14209.0
28256,Бутырская,14.0,КАЛИНИНСКАЯ,04.01.2024,12461.0
28257,Бутырская,18.0,ЛЮБЛИНСКАЯ,04.01.2024,17021.0
28258,Бунинская аллея,1500.0,БУТОВСКАЯ ЛИНИЯ,04.01.2024,4581.0
28259,Бульвар Рокоссовского,8.0,СОКОЛЬНИЧЕСКАЯ,04.01.2024,2561.0
28260,Бульвар Рокоссовского,1698.0,Московское центральное кольцо,04.01.2024,4615.0
28261,Бульвар Дмитрия Донского,17.0,Серпуховско-Тимирязевская,04.01.2024,11934.0
28262,Бульвар Адмирала Ушакова,1500.0,БУТОВСКАЯ ЛИНИЯ,04.01.2024,5072.0
28263,Братиславская,18.0,ЛЮБЛИНСКАЯ,04.01.2024,17159.0
28264,Ботанический сад,1698.0,Московское центральное кольцо,04.01.2024,17040.0
28265,Ботанический сад,15.0,КАЛУЖСКО-РИЖСКАЯ,04.01.2024,14600.0
28266,Боровское шоссе,1691.0,Солнцевская,04.01.2024,4660.0
28267,Боровицкая,17.0,Серпуховско-Тимирязевская,04.01.2024,9506.0
28268,Борисово,18.0,ЛЮБЛИНСКАЯ,04.01.2024,8509.0
28269,Битцевский парк,1500.0,БУТОВСКАЯ ЛИНИЯ,04.01.2024,2626.0
28270,Библиотека имени Ленина,8.0,СОКОЛЬНИЧЕСКАЯ,04.01.2024,16731.0
28271,Бибирево,17.0,Серпуховско-Тимирязевская,04.01.2024,10143.0
28272,Беляево,15.0,КАЛУЖСКО-РИЖСКАЯ,04.01.2024,5201.0
28273,Белорусская,9.0,ЗАМОСКВОРЕЦКАЯ,04.01.2024,7588.0
28274,Белорусская,609.0,КОЛЬЦЕВАЯ,04.01.2024,14738.0
28275,Беломорская,9.0,ЗАМОСКВОРЕЦКАЯ,04.01.2024,5301.0
28276,Белокаменная,1698.0,Московское центральное кольцо,04.01.2024,13688.0
28277,Беговая,16.0,Таганско-краснопресненская,04.01.2024,2130.0
28278,Бауманская,12.0,Арбатско-Покровская,04.01.2024,12188.0
28279,Баррикадная,16.0,Таганско-краснопресненская,04.01.2024,3857.0
28280,Балтийская,1698.0,Московское центральное кольцо,04.01.2024,12410.0
28281,Багратионовская,13.0,ФИЛЁВСКАЯ,04.01.2024,6559.0
28282,Бабушкинская,15.0,КАЛУЖСКО-РИЖСКАЯ,04.01.2024,7145.0
28283,Аэропорт Внуково,1691.0,Солнцевская,04.01.2024,17569.0
28284,Аэропорт,9.0,ЗАМОСКВОРЕЦКАЯ,04.01.2024,15590.0
28285,Арбатская,12.0,Арбатско-Покровская,04.01.2024,13425.0
28286,Арбатская,13.0,ФИЛЁВСКАЯ,04.01.2024,16844.0
28287,Аннино,17.0,Серпуховско-Тимирязевская,04.01.2024,7447.0
28288,Андроновка,1698.0,Московское центральное кольцо,04.01.2024,9806.0
28289,Аминьевская,1749.0,Большая кольцевая линия,04.01.2024,19078.0
28290,Алтуфьево,17.0,Серпуховско-Тимирязевская,04.01.2024,5710.0
28291,Алма-Атинская,9.0,ЗАМОСКВОРЕЦКАЯ,04.01.2024,11956.0
28292,Алексеевская,15.0,КАЛУЖСКО-РИЖСКАЯ,04.01.2024,15225.0
28293,Александровский сад,13.0,ФИЛЁВСКАЯ,04.01.2024,2480.0
28294,Академическая,15.0,КАЛУЖСКО-РИЖСКАЯ,04.01.2024,8135.0
28295,Административная,609.0,КОЛЬЦЕВАЯ,04.01.2024,17803.0
28296,Автозаводская,1698.0,Московское центральное кольцо,04.01.2024,17441.0
28297,Автозаводская,9.0,ЗАМОСКВОРЕЦКАЯ,04.01.2024,1071.0
28298,Авиамоторная,1749.0,Большая кольцевая линия,04.01.2024,12377.0
28299,Авиамоторная,1779.0,НЕКРАСОВСКАЯ,04.01.2024,6080.0
28300,Авиамоторная,14.0,КАЛИНИНСКАЯ,04.01.2024,9844.0
28301,Яхромская,18.0,ЛЮБЛИНСКАЯ,03.01.2024,17189.0
28302,Ясенево,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,16619.0
28303,Южная,17.0,Серпуховско-Тимирязевская,03.01.2024,7203.0
28304,Юго-Западная,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,15831.0
28305,Юго-Восточная,1779.0,НЕКРАСОВСКАЯ,03.01.2024,14061.0
28306,Электрозаводская,12.0,Арбатско-Покровская,03.01.2024,6039.0
28307,Электрозаводская,1749.0,Большая кольцевая линия,03.01.2024,4036.0
28308,Электрозаводская,1779.0,НЕКРАСОВСКАЯ,03.01.2024,2608.0
28309,Щукинская,16.0,Таганско-краснопресненская,03.01.2024,16505.0
28310,Щёлковская,12.0,Арбатско-Покровская,03.01.2024,18764.0
28311,Шоссе Энтузиастов,14.0,КАЛИНИНСКАЯ,03.01.2024,13819.0
28312,Шоссе Энтузиастов,1698.0,Московское центральное кольцо,03.01.2024,15825.0
28313,Шипиловская,18.0,ЛЮБЛИНСКАЯ,03.01.2024,16979.0
28314,Шелепиха,1749.0,Большая кольцевая линия,03.01.2024,4836.0
28315,Шелепиха,1698.0,Московское центральное кольцо,03.01.2024,12012.0
28316,Шелепиха,1691.0,Солнцевская,03.01.2024,14895.0
28317,Шаболовская,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,9354.0
28318,Чкаловская,18.0,ЛЮБЛИНСКАЯ,03.01.2024,8771.0
28319,Чистые пруды,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,4453.0
28320,Чеховская,17.0,Серпуховско-Тимирязевская,03.01.2024,4234.0
28321,Чертановская,17.0,Серпуховско-Тимирязевская,03.01.2024,11480.0
28322,Черкизовская,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,7029.0
28323,ЦСКА,1749.0,Большая кольцевая линия,03.01.2024,3312.0
28324,ЦСКА,1691.0,Солнцевская,03.01.2024,11972.0
28325,Цветной Бульвар,17.0,Серпуховско-Тимирязевская,03.01.2024,17857.0
28326,Царицыно,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,10680.0
28327,Хорошёвская,1749.0,Большая кольцевая линия,03.01.2024,7144.0
28328,Хорошёвская,1691.0,Солнцевская,03.01.2024,6208.0
28329,Хорошёво,1698.0,Московское центральное кольцо,03.01.2024,11848.0
28330,Ховрино,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,12829.0
28331,Фрунзенская,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,9248.0
28332,Фонвизинская,14.0,КАЛИНИНСКАЯ,03.01.2024,1043.0
28333,Фонвизинская,18.0,ЛЮБЛИНСКАЯ,03.01.2024,11037.0
28334,Фили,13.0,ФИЛЁВСКАЯ,03.01.2024,14127.0
28335,Филёвский парк,13.0,ФИЛЁВСКАЯ,03.01.2024,12363.0
28336,Филатов луг,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,12395.0
28337,Физтех,18.0,ЛЮБЛИНСКАЯ,03.01.2024,5933.0
28338,Университет,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,16490.0
28339,Улица Скобелевская,1500.0,БУТОВСКАЯ ЛИНИЯ,03.01.2024,16824.0
28340,Улица Дмитриевского,1779.0,НЕКРАСОВСКАЯ,03.01.2024,3726.0
28341,Улица Горчакова,1500.0,БУТОВСКАЯ ЛИНИЯ,03.01.2024,19524.0
28342,Улица Академика Янгеля,17.0,Серпуховско-Тимирязевская,03.01.2024,12170.0
28343,Улица 1905 года,16.0,Таганско-краснопресненская,03.01.2024,3233.0
28344,Угрешская,1698.0,Московское центральное кольцо,03.01.2024,1294.0
28345,Тушинская,16.0,Таганско-краснопресненская,03.01.2024,10945.0
28346,Тургеневская,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,6010.0
28347,Тульская,17.0,Серпуховско-Тимирязевская,03.01.2024,16225.0
28348,Трубная,18.0,ЛЮБЛИНСКАЯ,03.01.2024,6433.0
28349,Тропарёво,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,3544.0
28350,Третьяковская,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,11678.0
28351,Третьяковская,14.0,КАЛИНИНСКАЯ,03.01.2024,11658.0
28352,ТПУ Рязанская,1779.0,НЕКРАСОВСКАЯ,03.01.2024,2371.0
28353,Тимирязевская,17.0,Серпуховско-Тимирязевская,03.01.2024,5269.0
28354,Технопарк,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,15335.0
28355,Терехово,1749.0,Большая кольцевая линия,03.01.2024,9260.0
28356,Тёплый стан,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,7119.0
28357,Текстильщики,1749.0,Большая кольцевая линия,03.01.2024,10796.0
28358,Текстильщики,16.0,Таганско-краснопресненская,03.01.2024,4897.0
28359,Театральная,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,2609.0
28360,Тверская,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,3256.0
28361,Таганская,609.0,КОЛЬЦЕВАЯ,03.01.2024,14492.0
28362,Таганская,16.0,Таганско-краснопресненская,03.01.2024,1029.0
28363,Сходненская,16.0,Таганско-краснопресненская,03.01.2024,10763.0
28364,Сухаревская,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,15096.0
28365,Студенческая,13.0,ФИЛЁВСКАЯ,03.01.2024,10843.0
28366,Строгино,12.0,Арбатско-Покровская,03.01.2024,9415.0
28367,Стрешнево,1698.0,Московское центральное кольцо,03.01.2024,19960.0
28368,Стенд,609.0,КОЛЬЦЕВАЯ,03.01.2024,11358.0
28369,Стахановская,1779.0,НЕКРАСОВСКАЯ,03.01.2024,18668.0
28370,Старокачаловская,1500.0,БУТОВСКАЯ ЛИНИЯ,03.01.2024,5238.0
28371,Сретенский Бульвар,18.0,ЛЮБЛИНСКАЯ,03.01.2024,4901.0
28372,Спортивная,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,7215.0
28373,Спартак,16.0,Таганско-краснопресненская,03.01.2024,13569.0
28374,Солнцево,1691.0,Солнцевская,03.01.2024,16109.0
28375,Сокольники,1749.0,Большая кольцевая линия,03.01.2024,13283.0
28376,Сокольники,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,15017.0
28377,Соколиная Гора,1698.0,Московское центральное кольцо,03.01.2024,19693.0
28378,Сокол,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,15448.0
28379,Смоленская,12.0,Арбатско-Покровская,03.01.2024,3324.0
28380,Смоленская,13.0,ФИЛЁВСКАЯ,03.01.2024,18231.0
28381,Славянский бульвар,12.0,Арбатско-Покровская,03.01.2024,8584.0
28382,Серпуховская,17.0,Серпуховско-Тимирязевская,03.01.2024,4954.0
28383,Семёновская,12.0,Арбатско-Покровская,03.01.2024,10944.0
28384,Селигерская,18.0,ЛЮБЛИНСКАЯ,03.01.2024,15330.0
28385,Севастопольская,17.0,Серпуховско-Тимирязевская,03.01.2024,3787.0
28386,Свиблово,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,7796.0
28387,Саларьево,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,6372.0
28388,Савёловская,1749.0,Большая кольцевая линия,03.01.2024,1033.0
28389,Савёловская,17.0,Серпуховско-Тимирязевская,03.01.2024,10428.0
28390,Рязанский Проспект,16.0,Таганско-краснопресненская,03.01.2024,19009.0
28391,Румянцево,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,1082.0
28392,Ростокино,1698.0,Московское центральное кольцо,03.01.2024,9008.0
28393,Римская,18.0,ЛЮБЛИНСКАЯ,03.01.2024,10238.0
28394,Рижская,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,12331.0
28395,Рижская,1749.0,Большая кольцевая линия,03.01.2024,7807.0
28396,Речной вокзал,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,14595.0
28397,Рассказовка,1691.0,Солнцевская,03.01.2024,1329.0
28398,Раменки,14.0,КАЛИНИНСКАЯ,03.01.2024,6036.0
28399,Раменки,1691.0,Солнцевская,03.01.2024,8955.0
28400,Пятницкое шоссе,12.0,Арбатско-Покровская,03.01.2024,19561.0
28401,Пыхтино,1691.0,Солнцевская,03.01.2024,8035.0
28402,Пушкинская,16.0,Таганско-краснопресненская,03.01.2024,7556.0
28403,Профсоюзная,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,18460.0
28404,Проспект Мира,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,10196.0
28405,Проспект Мира,609.0,КОЛЬЦЕВАЯ,03.01.2024,3844.0
28406,Проспект Вернадского,1749.0,Большая кольцевая линия,03.01.2024,2938.0
28407,Проспект Вернадского,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,7202.0
28408,Пролетарская,16.0,Таганско-краснопресненская,03.01.2024,7280.0
28409,Прокшино,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,9693.0
28410,Преображенская площадь,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,5004.0
28411,Пражская,17.0,Серпуховско-Тимирязевская,03.01.2024,3672.0
28412,Полянка,17.0,Серпуховско-Тимирязевская,03.01.2024,18074.0
28413,Полежаевская,16.0,Таганско-краснопресненская,03.01.2024,1746.0
28414,Площадь Революции,12.0,Арбатско-Покровская,03.01.2024,15539.0
28415,Площадь Ильича,14.0,КАЛИНИНСКАЯ,03.01.2024,10399.0
28416,Площадь Гагарина,1698.0,Московское центральное кольцо,03.01.2024,19556.0
28417,Планерная,16.0,Таганско-краснопресненская,03.01.2024,2058.0
28418,Пионерская,13.0,ФИЛЁВСКАЯ,03.01.2024,18611.0
28419,Печатники,1749.0,Большая кольцевая линия,03.01.2024,6203.0
28420,Печатники,18.0,ЛЮБЛИНСКАЯ,03.01.2024,18333.0
28421,Петровско-Разумовская,17.0,Серпуховско-Тимирязевская,03.01.2024,17039.0
28422,Петровско-Разумовская,18.0,ЛЮБЛИНСКАЯ,03.01.2024,2104.0
28423,Петровский парк,1691.0,Солнцевская,03.01.2024,2157.0
28424,Петровский парк,1749.0,Большая кольцевая линия,03.01.2024,8095.0
28425,Перово,14.0,КАЛИНИНСКАЯ,03.01.2024,19045.0
28426,Первомайская,12.0,Арбатско-Покровская,03.01.2024,8135.0
28427,Партизанская,12.0,Арбатско-Покровская,03.01.2024,5248.0
28428,Парк Победы,12.0,Арбатско-Покровская,03.01.2024,10479.0
28429,Парк Победы,1691.0,Солнцевская,03.01.2024,14031.0
28430,Парк культуры,609.0,КОЛЬЦЕВАЯ,03.01.2024,9307.0
28431,Парк культуры,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,5894.0
28432,Панфиловская,1698.0,Московское центральное кольцо,03.01.2024,1648.0
28433,Павелецкая,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,9253.0
28434,Павелецкая,609.0,КОЛЬЦЕВАЯ,03.01.2024,16916.0
28435,Охотный ряд,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,15905.0
28436,Отрадное,17.0,Серпуховско-Тимирязевская,03.01.2024,15288.0
28437,Орехово,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,17104.0
28438,Ольховая,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,5592.0
28439,Октябрьское поле,16.0,Таганско-краснопресненская,03.01.2024,11410.0
28440,Октябрьская,609.0,КОЛЬЦЕВАЯ,03.01.2024,2870.0
28441,Октябрьская,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,3100.0
28442,Окская,1779.0,НЕКРАСОВСКАЯ,03.01.2024,15309.0
28443,Окружная,18.0,ЛЮБЛИНСКАЯ,03.01.2024,10012.0
28444,Окружная,1698.0,Московское центральное кольцо,03.01.2024,18459.0
28445,Озёрная,1691.0,Солнцевская,03.01.2024,19352.0
28446,Новые Черёмушки,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,14053.0
28447,Новоясеневская,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,15477.0
28448,Новохохловская,1698.0,Московское центральное кольцо,03.01.2024,6324.0
28449,Новослободская,609.0,КОЛЬЦЕВАЯ,03.01.2024,8030.0
28450,Новопеределкино,1691.0,Солнцевская,03.01.2024,17639.0
28451,Новокузнецкая,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,11523.0
28452,Новокосино,14.0,КАЛИНИНСКАЯ,03.01.2024,10264.0
28453,Новогиреево,14.0,КАЛИНИНСКАЯ,03.01.2024,4901.0
28454,Новаторская,1749.0,Большая кольцевая линия,03.01.2024,12174.0
28455,Нижегородская,1698.0,Московское центральное кольцо,03.01.2024,7216.0
28456,Нижегородская,1749.0,Большая кольцевая линия,03.01.2024,11046.0
28457,Нижегородская,1779.0,НЕКРАСОВСКАЯ,03.01.2024,13688.0
28458,Некрасовка,1779.0,НЕКРАСОВСКАЯ,03.01.2024,3209.0
28459,Нахимовский Проспект,17.0,Серпуховско-Тимирязевская,03.01.2024,8755.0
28460,Народное Ополчение,1749.0,Большая кольцевая линия,03.01.2024,19088.0
28461,Нагорная,17.0,Серпуховско-Тимирязевская,03.01.2024,2381.0
28462,Нагатинский затон,1749.0,Большая кольцевая линия,03.01.2024,13871.0
28463,Нагатинская,17.0,Серпуховско-Тимирязевская,03.01.2024,2533.0
28464,Мякинино,12.0,Арбатско-Покровская,03.01.2024,5740.0
28465,Москва-Сити,1698.0,Московское центральное кольцо,03.01.2024,3608.0
28466,Молодёжная,12.0,Арбатско-Покровская,03.01.2024,9664.0
28467,Мнёвники,1749.0,Большая кольцевая линия,03.01.2024,9177.0
28468,Мичуринский проспект,1749.0,Большая кольцевая линия,03.01.2024,15872.0
28469,Мичуринский проспект,1691.0,Солнцевская,03.01.2024,15833.0
28470,Митино,12.0,Арбатско-Покровская,03.01.2024,11835.0
28471,Минская,14.0,КАЛИНИНСКАЯ,03.01.2024,13441.0
28472,Минская,1691.0,Солнцевская,03.01.2024,16998.0
28473,Менделеевская,17.0,Серпуховско-Тимирязевская,03.01.2024,8516.0
28474,Медведково,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,4085.0
28475,Маяковская,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,13239.0
28476,Марьино,18.0,ЛЮБЛИНСКАЯ,03.01.2024,13360.0
28477,Марьина Роща,1749.0,Большая кольцевая линия,03.01.2024,10640.0
28478,Марьина Роща,18.0,ЛЮБЛИНСКАЯ,03.01.2024,9749.0
28479,Марксистская,14.0,КАЛИНИНСКАЯ,03.01.2024,8502.0
28480,Люблино,18.0,ЛЮБЛИНСКАЯ,03.01.2024,6806.0
28481,Лухмановская,1779.0,НЕКРАСОВСКАЯ,03.01.2024,12247.0
28482,Лужники,1698.0,Московское центральное кольцо,03.01.2024,3063.0
28483,Лубянка,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,5127.0
28484,Ломоносовский проспект,14.0,КАЛИНИНСКАЯ,03.01.2024,2725.0
28485,Ломоносовский проспект,1691.0,Солнцевская,03.01.2024,8932.0
28486,Локомотив,1698.0,Московское центральное кольцо,03.01.2024,3277.0
28487,Лихоборы,1698.0,Московское центральное кольцо,03.01.2024,15038.0
28488,Лианозово,18.0,ЛЮБЛИНСКАЯ,03.01.2024,8603.0
28489,Лефортово,1749.0,Большая кольцевая линия,03.01.2024,6843.0
28490,Лефортово,1779.0,НЕКРАСОВСКАЯ,03.01.2024,17458.0
28491,Лесопарковая,1500.0,БУТОВСКАЯ ЛИНИЯ,03.01.2024,17119.0
28492,Лермонтовский проспект,16.0,Таганско-краснопресненская,03.01.2024,16132.0
28493,Ленинский Проспект,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,10163.0
28494,Кутузовская,1698.0,Московское центральное кольцо,03.01.2024,17957.0
28495,Кутузовская,13.0,ФИЛЁВСКАЯ,03.01.2024,3066.0
28496,Курская,12.0,Арбатско-Покровская,03.01.2024,3282.0
28497,Курская,609.0,КОЛЬЦЕВАЯ,03.01.2024,3537.0
28498,Кунцевская,12.0,Арбатско-Покровская,03.01.2024,4363.0
28499,Кунцевская,1749.0,Большая кольцевая линия,03.01.2024,1204.0
28500,Кунцевская,13.0,ФИЛЁВСКАЯ,03.01.2024,12958.0
28501,Кузьминки,16.0,Таганско-краснопресненская,03.01.2024,17207.0
28502,Кузнецкий мост,16.0,Таганско-краснопресненская,03.01.2024,8561.0
28503,Крымская,1698.0,Московское центральное кольцо,03.01.2024,6495.0
28504,Крылатское,12.0,Арбатско-Покровская,03.01.2024,1173.0
28505,Кропоткинская,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,4220.0
28506,Крестьянская застава,18.0,ЛЮБЛИНСКАЯ,03.01.2024,17180.0
28507,Красные ворота,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,10104.0
28508,Красносельская,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,11373.0
28509,Краснопресненская,609.0,КОЛЬЦЕВАЯ,03.01.2024,17407.0
28510,Красногвардейская,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,6051.0
28511,Котельники,16.0,Таганско-краснопресненская,03.01.2024,16273.0
28512,Косино,1779.0,НЕКРАСОВСКАЯ,03.01.2024,10103.0
28513,Коптево,1698.0,Московское центральное кольцо,03.01.2024,17338.0
28514,Коньково,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,4286.0
28515,Комсомольская,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,5649.0
28516,Комсомольская,609.0,КОЛЬЦЕВАЯ,03.01.2024,6289.0
28517,Коммунарка,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,13945.0
28518,Коломенская,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,13968.0
28519,Кожуховская,18.0,ЛЮБЛИНСКАЯ,03.01.2024,3901.0
28520,Кленовый бульвар,1749.0,Большая кольцевая линия,03.01.2024,9113.0
28521,Китай-город,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,11520.0
28522,Китай-город,16.0,Таганско-краснопресненская,03.01.2024,16663.0
28523,Киевская,13.0,ФИЛЁВСКАЯ,03.01.2024,1758.0
28524,Киевская,12.0,Арбатско-Покровская,03.01.2024,6811.0
28525,Киевская,609.0,КОЛЬЦЕВАЯ,03.01.2024,15839.0
28526,Каширская,1749.0,Большая кольцевая линия,03.01.2024,19754.0
28527,Каширская,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,9394.0
28528,Каширская,11.0,КАХОВСКАЯ,03.01.2024,2548.0
28529,Каховская,11.0,КАХОВСКАЯ,03.01.2024,8372.0
28530,Каховская,1749.0,Большая кольцевая линия,03.01.2024,1018.0
28531,Кантемировская,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,15923.0
28532,Калужская,15.0,КАЛУЖСКО-РИЖСКАЯ,03.01.2024,10370.0
28533,К,1749.0,Большая кольцевая линия,03.01.2024,3650.0
28534,Измайловская,12.0,Арбатско-Покровская,03.01.2024,6629.0
28535,Измайлово,1698.0,Московское центральное кольцо,03.01.2024,13401.0
28536,Зябликово,18.0,ЛЮБЛИНСКАЯ,03.01.2024,1837.0
28537,Зюзино,1749.0,Большая кольцевая линия,03.01.2024,2801.0
28538,Зорге,1698.0,Московское центральное кольцо,03.01.2024,10344.0
28539,ЗИЛ,1698.0,Московское центральное кольцо,03.01.2024,14506.0
28540,Жулебино,16.0,Таганско-краснопресненская,03.01.2024,9089.0
28541,Дубровка,18.0,ЛЮБЛИНСКАЯ,03.01.2024,19388.0
28542,Дубровка,1698.0,Московское центральное кольцо,03.01.2024,7900.0
28543,Достоевская,18.0,ЛЮБЛИНСКАЯ,03.01.2024,3183.0
28544,Домодедовская,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,3426.0
28545,Добрынинская,609.0,КОЛЬЦЕВАЯ,03.01.2024,19254.0
28546,Дмитровская,17.0,Серпуховско-Тимирязевская,03.01.2024,12191.0
28547,Динамо,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,13537.0
28548,Деловой центр,1749.0,Большая кольцевая линия,03.01.2024,1213.0
28549,Деловой центр,1691.0,Солнцевская,03.01.2024,17360.0
28550,Давыдково,1749.0,Большая кольцевая линия,03.01.2024,7823.0
28551,Говорово,1691.0,Солнцевская,03.01.2024,11677.0
28552,Выхино,16.0,Таганско-краснопресненская,03.01.2024,17670.0
28553,Воронцовская,1749.0,Большая кольцевая линия,03.01.2024,18208.0
28554,Воробьёвы горы,8.0,СОКОЛЬНИЧЕСКАЯ,03.01.2024,12061.0
28555,Волоколамская,12.0,Арбатско-Покровская,03.01.2024,6964.0
28556,Волжская,18.0,ЛЮБЛИНСКАЯ,03.01.2024,17664.0
28557,Волгоградский проспект,16.0,Таганско-краснопресненская,03.01.2024,12690.0
28558,Войковская,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,18288.0
28559,Водный Стадион,9.0,ЗАМОСКВОРЕЦКАЯ,03.01.2024,6207.0
28560,Владыкино,17.0,Серпуховско-Тимирязевская,03.01.2024,8999.0
28561,Владыкино,1698.0,Московское центральное кольцо,03.01.2024,2388.0
28562,Верхние Лихоборы,18.0,ЛЮБЛИНСКАЯ,03.01.2024,18445.0
28563,Верхние Котлы,1698.0,Московское центральное кольцо,03.01.2024,3282.0
